id,originalId,ExpCondition,date,time,attempts,mobile,referer,ip,device,os,browser,inviterId,barChart,polMap,svr,radar,suppTimer1,suppTimer2,suppTimer3,sex,age,education,province,interestInPolitics,voteIntention,voteReason,prevVote,forecastVote_m18to35noUni,forecastVote_m18to35Uni,forecastVote_f18to35noUni,forecastVote_f18to35Uni,forecastVote_m36to50noUni,forecastVote_m36to50Uni,forecastVote_f36to50noUni,forecastVote_f36to50Uni,forecastVote_m51to65noUni,forecastVote_m51to65Uni,forecastVote_f51to65noUni,forecastVote_f51to65Uni,forecastVote_mOver65noUni,forecastVote_mOver65Uni,forecastVote_fOver65noUni,forecastVote_fOver65Uni,usefulResult,placeTimer1,placeTimer2,placeTimer3,placeTimer4,LRplace_Self,placeLR_VVD,placeLR_PvdA,placeLR_PVV,placeLR_SP,placeLR_CDA,placeLR_D66,placeLR_GL,ProgConsplace_Self,placeProgCons_VVD,placeProgCons_PvdA,placeProgCons_PVV,placeProgCons_SP,placeProgCons_CDA,placeProgCons_D66,placeProgCons_GL,placeLeader_Rutte,placeLeader_Asscher,placeLeader_Roemer,placeLeader_Buma,placeLeader_Wilders,placeLeader_Pechtold,placeLeader_Klaver,PTV_VVD,PTV_PvdA,PTV_PVV,PTV_SP,PTV_CDA,PTV_D66,PTV_GL,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,totalTime
1742,58c6b880dbcdbebd1048a6a4,1,2017-03-13,15:19:28,1,0,http://www.stem-consult.nl/,40b47da7f424151b679ddb75c12238e4,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,17,34,57.2,1,22,6,12,2,12,1,11,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,17.2,10.9,20.5,19.6,8,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,9,4,4,4,5,9,7,10,3,8,3,7,9,4,5,5,5,5,2,4,4,1,4,5,2,4,1,4,2,2,4,2,5,1,4,2,1,4,2,3.9,2.1,2.6,2,2.4,3.2,2.5,2,2.3,2.2,2.9,2.6,2.3,1.9,5.6,5.6,2.4,8.3,1.8,2.7,4.5,3.5,2.6,1.7,1.8,75.4
1744,58c6b91edbcdbebd1048a6a8,1,2017-03-13,15:22:06,1,0,https://www.utwente.nl/nieuws/!/2017/3/374146/politieke-keuzestress-gebruik-stem-consult,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,21.8,27.4,-999,2,25,6,9,2,12,1,11,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.9,4,25.4,17.7,7,6,3,6,2,7,4,1,-999,-999,-999,-999,-999,-999,-999,-999,7,3,4,6,4,4,1,9,3,3,0,8,5,0,5,2,4,4,-999,4,1,1,3,4,1,4,1,4,3,4,4,4,4,1,-999,-999,4,2,4,7.5,3.2,2.1,1.9,2.6,3.8,2.9,3,8.3,3.7,1.8,4.2,2.4,3.9,6.5,3.4,2.4,6.2,2.3,1.9,6.6,3.8,4.4,3.1,2.5,94.4
1745,58c6b9c2dbcdbebd1048a6aa,1,2017-03-13,15:24:50,1,0,https://www.facebook.com/,0beee0f551e867fe40e8fccdb2cc3bea,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,38.3,20.5,-999,2,21,7,7,3,-999,-999,-999,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.4,31.3,20.9,20,7,10,0,6,0,7,6,4,7,5,7,1,5,5,10,9,10,5,5,10,0,10,8,10,0,0,0,10,10,5,5,-999,4,5,2,5,5,1,3,3,1,2,1,-999,2,3,4,4,4,3,3,4,2,3,2,6.3,8.7,7.4,2.9,4.4,4.1,10.5,5,5,3.1,5.7,7.9,3.7,5.4,6.3,11.9,2.6,9,6,4.5,4.7,7,6.8,12.2,3.7,154.8
1746,58c6babedbcdbebd1048a6ac,1,2017-03-13,15:29:02,1,0,https://www.utwente.nl/nieuws/!/2017/3/374146/politieke-keuzestress-gebruik-stem-consult,70ab596130163ac2490664affe438065,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,12.3,16.6,-999,1,25,6,9,3,9,2,8,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.8,19.2,15.6,13.6,-999,9,3,10,1,5,5,0,-999,2,7,5,7,5,7,5,7,7,7,7,4,4,3,1,1,7,7,9,1,0,1,1,3,1,1,4,4,1,2,3,4,4,2,4,1,2,4,3,4,3,1,3,3,3,4,5.1,2.2,2.4,1.5,1.7,3.6,2.7,3.4,2,2.8,2,3.1,2,4.1,3.6,2.5,2.5,1.8,2.5,1.6,1.7,2.7,4.4,2.3,2.1,66.3
1747,58c6bae7dbcdbebd1048a6ae,1,2017-03-13,15:29:43,1,1,https://www.stem-consult.nl/,710ed843ff5a334981dad91f1f6380a3,Moto$2 G3.0.0,Android 5.1.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,2.9,51,-999,-999,-999,-999,-999,-999,4,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,8.4,8,27.5,22.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,5,4,3,0,8,6,7,10,0,0,4,10,6,5,3,5,5,3,4,3,1,3,5,1,4,1,4,5,5,3,1,5,5,-999,5,4,1,1,6.4,4.9,3,3.7,4.2,6.8,13.9,3.5,8,3,2.3,11.9,3.1,4.6,6.4,4.4,4.3,3.3,5.7,2.9,4.6,4.3,10.5,4.6,3.2,133.5
1748,58c6baf7dbcdbebd1048a6b0,1,2017-03-13,15:29:59,1,0,https://www.facebook.com/,dcc1b416fe4ad9500c1b88055779083b,Other 0.0.0,Windows 10 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,34.1,8,-999,1,41,5,3,2,-999,-999,-999,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.3,3.5,6.5,5.1,2,1,1,10,2,2,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,4,1,3,4,4,1,1,1,4,4,1,5,2,3,4,4,2,2,2,1,3,3,5,4.7,6.3,3.9,3.3,3.5,6.4,4.1,5.6,3.4,4.2,3.2,3.8,4.6,3.3,4.9,7.3,3.3,3.3,3.6,3.3,4.3,3.3,3.8,2.8,5,105.2
1749,58c6bb33dbcdbebd1048a6b3,1,2017-03-13,15:30:59,1,0,http://www.stem-consult.nl/,0beee0f551e867fe40e8fccdb2cc3bea,Other 0.0.0,Windows 7 0.0.0,IE 11.0.0,-999,-1,-999,-999,-999,28.8,43.9,54.2,2,19,6,9,2,7,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-998,71,27.7,23.6,23.1,3,8,3,10,1,7,5,2,4,7,4,5,1,8,5,1,9,6,8,7,1,9,7,4,9,0,6,2,6,7,4,2,4,5,-999,4,-999,3,5,5,1,2,2,3,3,4,2,1,5,4,2,3,4,2,1,8.7,3.8,3.9,2.5,2.8,3.6,7.8,3.9,2.2,2.8,1.8,5.5,3.4,3.9,8.8,5.8,3.9,4.4,4.1,4.2,3.4,9.6,5.2,7,2.8,115.8
1750,58c6bb99dbcdbebd1048a6b5,1,2017-03-13,15:32:41,1,0,https://www.facebook.com/,d732bed5ed9cbffdca1f1276f5c52145,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,34.2,82.2,-999,1,20,4,7,3,4,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,195.1,70.9,41.3,46.8,4,7,4,8,1,5,5,2,9,6,4,1,7,2,8,7,5,3,2,3,0,5,5,4,5,0,1,5,10,1,3,4,4,4,2,3,2,2,5,5,2,4,2,4,4,4,2,3,3,3,1,4,4,3,2,16.7,16,10.4,5.7,11.2,7.6,6.8,4.8,19.2,3.6,5.1,5.3,5.8,5.9,9.2,7.8,4.5,6,8.2,8,4.4,4.3,33,18.9,5,233.4
1751,58c6bbe2dbcdbebd1048a6b7,1,2017-03-13,15:33:54,1,0,https://www.facebook.com/,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,20.1,10.7,-999,1,38,6,4,3,-999,-999,-999,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.3,9.8,46.8,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,4,6,4,0,5,5,2,3,0,6,3,6,6,2,2,2,3,2,4,2,3,5,4,2,3,2,2,2,4,2,2,3,4,2,4,4,3,2,7.3,5.5,2.5,5.8,3.7,8.1,3.2,3.7,4,7,2.7,4.3,5.5,2.5,4.1,4.3,2.2,2.3,4.9,3.6,2.9,2.4,3.9,3.2,2.6,102.2
1752,58c6bc00dbcdbebd1048a6b9,1,2017-03-13,15:34:24,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,24b28faa1300b17337162750546fed70,Other 0.0.0,Windows 7 0.0.0,IE 11.0.0,-999,0,-999,-999,-999,35.7,45.9,-999,2,55,5,4,2,7,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,78.8,4.2,27.7,11.3,10,5,10,1,8,5,5,5,-999,-999,-999,-999,-999,-999,-999,-999,10,10,0,8,0,5,5,-999,-999,-999,-999,-999,-999,-999,4,2,4,4,2,4,2,2,4,4,2,4,2,4,2,2,4,4,2,2,2,2,3,2,2,12,4.9,4.1,3.5,2.9,5.6,5.3,5.1,3,2.4,2.2,3.3,2.9,3.4,8.9,9.7,2.8,4.7,3.5,2.9,3.3,4,12.3,3.7,4.3,120.7
1753,58c6bc0bdbcdbebd1048a6bb,1,2017-03-13,15:34:35,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,b4a5adc0c668b49a4ea3d3f9bca1056a,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,0,-999,-999,-999,52,74.7,84.3,2,-996,3,7,3,2,5,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,1,7.4,9.2,12.4,4.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,4,4,2,1,3,2,1,1,2,3,4,1,4,5,2,5,4,2,2,3,2,2,4,4,14.3,5.1,5,4.1,5.1,3.9,6.5,4.7,4.9,3.3,5.3,3.5,4.9,2.6,7,8,4.1,3.1,4.1,3.1,7.5,5.9,5,8.1,6.9,136
1754,58c6bc1ddbcdbebd1048a6bd,1,2017-03-13,15:34:53,1,0,https://www.facebook.com/,a6ee92d770a4cff98cef84cc02835eb5,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,7.7,69.6,-999,-999,-999,-999,-999,-999,4,2,-997,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.7,54.5,31.9,42.9,8,10,2,4,0,8,8,1,2,8,5,8,8,10,0,2,8,6,0,6,0,8,4,9,3,0,0,6,10,0,4,3,3,4,3,3,4,2,4,3,1,3,2,3,3,3,3,4,3,3,3,4,2,2,2,8.7,3.5,4.5,3,2.4,2.5,4.2,4.6,3.2,2.3,3.3,2.9,6,3.3,3,3.6,2.4,3,3.3,2.7,3.5,4,4.3,4.4,4.1,92.7
1755,58c6bc4fdbcdbebd1048a6bf,1,2017-03-13,15:35:43,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,a6ee92d770a4cff98cef84cc02835eb5,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,-1,-999,-999,-999,12.3,25.4,-999,1,43,6,8,2,12,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1.7,8.1,52.8,36.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,1,1,1,0,8,6,10,1,0,0,4,5,7,3,3,4,2,2,4,2,2,4,3,2,3,2,4,4,4,3,3,3,3,2,4,4,4,2,5.4,2.5,2.5,2.8,2.2,2.7,3.3,2.9,3.6,4.2,2,3.1,2.9,3.9,5.9,3.1,5.2,3,1.8,3.3,4.8,4.7,3.6,3.2,2,84.6
1756,58c6bc54dbcdbebd1048a6c1,1,2017-03-13,15:35:48,1,0,http://www.stem-consult.nl/,768f08314d8412dbd2433b07570d0896,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,18.8,117.2,-999,2,27,6,9,4,-996,7,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,41.9,26.4,25.8,26.6,7,2,1,10,1,2,3,1,8,7,7,3,10,0,7,8,5,4,3,0,0,5,5,3,4,0,6,0,3,4,3,4,4,3,2,4,3,2,2,5,3,5,1,3,4,4,3,3,4,2,2,3,4,3,2,7.9,4.2,4.1,3.7,2.3,6.6,7.2,3.2,5.1,3.3,3.2,3.6,3,3.3,5.1,6.4,2.3,2.4,3.3,7.7,12.5,1.9,6.1,8.2,3.4,120
1757,58c6bc8edbcdbebd1048a6c3,1,2017-03-13,15:36:46,1,1,http://m.facebook.com/,aacb4fd8a563537ba05f8b89f787e4af,Samsung SM-G935F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,21.1,54.7,-999,2,22,6,10,1,4,2,11,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,61.4,29.6,28,67.6,7,10,3,6,0,8,7,3,1,8,6,10,2,9,0,3,9,6,3,3,0,9,8,8,3,0,0,4,10,9,4,3,2,5,2,5,4,2,4,5,1,5,1,3,5,5,2,2,3,2,2,4,2,1,2,10,5,3.3,2.8,2.7,2.6,6.4,2.6,4.3,4.1,2.8,3.7,3.9,4.3,4.9,5.7,2.2,8.4,3,1.9,7,2.5,6.7,1.9,3.4,106.1
1758,58c6bcb6dbcdbebd1048a6c5,1,2017-03-13,15:37:26,1,0,https://www.facebook.com/,315cd8838e66efb24ed56396a77f79e8,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,32,25.2,-999,1,63,5,3,3,-999,-999,-999,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.4,11.7,41.5,26.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,5,5,0,5,4,0,5,0,0,10,5,5,3,2,3,2,3,3,4,2,2,4,3,4,2,3,3,3,2,2,3,2,3,3,4,2,3,7.8,4.9,3.7,2.6,4,3.3,8.8,4.4,4.1,3,2.7,4.4,2.7,3.2,3.5,6,2.4,2.7,4,3.2,4,3.7,5.5,7.3,2.8,104.7
1759,58c6bd2adbcdbebd1048a6c7,1,2017-03-13,15:39:22,1,0,https://www.stem-consult.nl/,737bffae0e74c7d735541fc47b421081,Other 0.0.0,Windows 10 0.0.0,Chrome 55.0.2883,-999,-999,-999,-999,-999,36.3,6.9,-999,2,37,7,7,-998,-999,-999,-999,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,5.8,6.2,8.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,2,3,4,3,3,2,4,4,2,3,2,3,3,4,2,2,3,3,2,2,4,2,2,6,17.8,17.9,2.7,2.6,4.4,3.8,4,27.7,3,2.4,7.3,2.8,4.6,9,8.7,2.4,2.9,4.5,4.6,7.2,2,4.3,7.2,5.2,165
1760,58c6bd6adbcdbebd1048a6c9,1,2017-03-13,15:40:26,1,0,https://www.facebook.com/,d732bed5ed9cbffdca1f1276f5c52145,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,29,83.9,-999,1,-998,-999,5,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,31.5,4.1,56.5,41.4,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,6,4,7,0,6,7,1,4,0,3,7,4,7,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,2,1,1,2,2,2,2,4,4,2,9.7,11.6,2.7,3.8,2.8,6.3,4.5,2.9,10,4.8,2.9,5.6,2.9,7.1,5.8,13.8,3.9,2.3,4.3,2.6,4.2,2.2,14.9,11.7,5.2,148.5
1761,58c6bd78dbcdbebd1048a6cb,1,2017-03-13,15:40:40,1,0,http://kieswijzerkiezer.nl/vraag-18a,e0e313a9ec2f5be352fa0ba3546e8923,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,-999,-999,-999,14.6,6.3,54.5,2,-998,6,8,2,-999,-999,-999,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,19.4,8.5,30,11.5,-999,-999,10,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,6,3,10,1,10,7,0,-999,0,-999,1,-999,-999,3,2,1,4,5,3,1,1,5,5,1,4,2,2,5,5,1,5,5,1,1,4,2,5,1,5.1,5.3,2.1,2.6,2.6,4.3,4,2.5,2,2.2,1.6,3,2,2.2,4.4,2.8,2.2,2.9,1.9,2.4,3.1,2.8,4.3,3,2.6,73.9
1762,58c6bd98dbcdbebd1048a6cd,1,2017-03-13,15:41:12,1,0,https://www.facebook.com/,a02522c5d099327ba8f70a0989e0c82f,Other 0.0.0,Windows 10 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,18,34.5,-999,1,25,6,5,2,14,2,8,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.1,4.4,26.4,25.3,-999,0,0,10,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,8,6,7,5,7,5,6,7,0,9,0,0,0,0,4,3,5,1,2,5,2,2,1,3,5,5,1,5,2,4,2,1,1,1,1,2,2,2,5,8.4,4.3,4.7,4.4,4.7,3.3,4.5,2.5,2.8,2.2,2.5,2.3,2.6,2.3,7.3,5.8,3.7,2.3,4.5,1.9,11.9,2.3,3.9,7.9,6.6,109.6
1763,58c6be21dbcdbebd1048a6cf,1,2017-03-13,15:43:29,1,0,https://www.facebook.com/,f3acc9eaf95df4e1f8655cf06fa46a08,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,-999,-999,-999,41.3,61,-999,1,58,-998,12,-998,-996,-998,-996,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.3,21.2,86.5,34.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,3,6,5,8,7,4,1,0,5,3,3,6,5,3,4,4,1,3,4,4,1,2,4,2,4,1,3,4,5,3,2,3,1,1,1,4,1,2,7,6.8,9.7,2.8,2.9,4.1,13.2,4.8,3.4,3.7,2.6,4.8,3.6,3.4,5.7,6.4,2.3,5,2.4,4.4,2.7,10.7,9.8,5.4,3.7,131.3
1765,58c6be61dbcdbebd1048a6d3,1,2017-03-13,15:44:33,1,1,http://m.facebook.com/,6eea1c5912a46bf5e72863148e196691,Samsung SM-G900F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,1,-999,-999,-999,25.7,42.2,-999,1,45,5,9,2,9,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,73.5,21.5,28.7,35.8,8,7,1,10,0,6,2,1,-999,-999,-999,-999,-999,-999,-999,-999,6,0,0,8,8,1,1,7,0,10,0,7,0,0,5,5,5,3,1,5,2,1,1,5,4,4,1,5,4,4,4,2,2,2,2,3,5,5,4,6.2,4.2,2.6,4.5,3,3.1,7.3,5.4,3.2,2.4,4,5.9,3,3.3,7,4.7,3.7,5.5,3.6,2.6,2.7,2.5,4.2,5.4,3.2,103.2
1766,58c6be62dbcdbebd1048a6d5,1,2017-03-13,15:44:34,1,0,https://www.facebook.com/,f46107053603610131f55ca209b82639,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,48.6,62.8,-999,1,70,3,7,2,1,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,19.9,10.3,52.4,51.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,5,8,3,7,6,1,0,3,7,8,0,3,0,1,4,5,2,1,4,3,3,1,1,3,4,1,5,1,1,4,3,2,3,1,2,4,3,5,9.5,5.3,5,6.1,4.8,9.1,8.2,9.8,4.9,3.4,3.5,4.7,4.7,3.6,4.8,4.8,3.6,4.4,3.3,5.9,4,5.9,14.1,16.9,3.5,153.8
1767,58c6beb7dbcdbebd1048a6d7,1,2017-03-13,15:45:59,1,0,https://www.facebook.com/,40b47da7f424151b679ddb75c12238e4,Other 0.0.0,Windows 10 0.0.0,Firefox 51.0.0,-999,1,-999,-999,1,32,44.3,-999,2,21,6,4,1,3,2,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,37.1,38.2,34.7,28.4,4,8,3,7,2,7,5,3,8,8,6,9,4,8,1,1,7,7,5,8,2,6,4,1,1,0,1,10,3,3,1,4,2,5,5,4,3,5,4,2,1,3,2,2,5,3,1,1,5,2,2,4,3,2,3,4.1,2.9,3,2.4,2.8,2.3,15.3,3,6,5.1,2,4.5,6.1,8.6,6.3,11.7,3.4,4.4,3.6,8.3,2.9,3.9,8.1,6,11.4,138.1
1768,58c6becfdbcdbebd1048a6d9,1,2017-03-13,15:46:23,1,0,https://www.facebook.com/,e28d48c21f46a8cedf4c8ab1484d807f,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,22.6,44.7,70.7,2,57,6,10,3,2,2,-996,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,4,56.1,9.4,7.5,24.3,0,4,-999,5,6,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,0,5,6,8,0,2,5,2,5,2,2,5,2,2,2,2,1,3,1,3,2,5,2,1,5,2,3,2,5,2,3,7.2,4.4,4.4,2.3,2.1,5.1,5.3,3.9,3.4,2.8,2.1,3.8,3.2,3.9,7.8,5.1,2.6,11,2.6,4.4,4.1,3.4,2.9,12.7,10,120.5
1769,58c6bee3dbcdbebd1048a6db,1,2017-03-13,15:46:43,1,0,https://www.facebook.com/,36eb0aa3da7e1397f8076f4a66359850,Other 0.0.0,Windows 10 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,29.3,26.2,-999,2,23,6,12,2,4,2,11,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.5,11.2,19.2,15.9,6,9,-999,3,0,8,5,1,5,-999,-999,-999,-999,5,-999,-999,8,4,2,1,0,10,6,7,0,0,0,0,10,0,4,2,4,4,3,4,2,1,3,5,1,3,1,3,2,2,3,1,4,4,2,2,4,1,2,7.1,2.6,3.2,1.9,2.2,3,4.5,3.4,4.6,2.6,3.3,3,3.1,3.6,3.7,6.5,2.8,2.1,3.1,2.7,3.1,1.9,4.4,3.2,2.8,84.4
1770,58c6bf33dbcdbebd1048a6dd,1,2017-03-13,15:48:03,1,0,https://www.facebook.com/,40dd0b94fd05ca6ddfe9d68160c861e2,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,18.8,29.7,-999,1,33,5,10,4,12,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,42.4,4.8,5.1,22.2,5,9,6,10,4,5,5,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,4,8,0,5,5,0,4,3,4,2,2,4,2,2,4,3,2,4,2,4,2,2,4,-999,4,2,3,4,-999,-999,2,7.8,3.6,2.1,2.5,4.4,6.6,3.5,3.6,3.6,3,3.5,2.3,3.6,2.4,7.8,4.5,2.2,3.7,4.2,2.2,2.7,2.8,4.6,2.8,3.9,93.9
1771,58c6bf8cdbcdbebd1048a6df,1,2017-03-13,15:49:32,1,0,NA,79e460760930e360597e8b4c507f3384,Other 0.0.0,Windows 7 0.0.0,Firefox 51.0.0,-999,-999,-999,-999,-999,22.6,60.9,-999,1,41,-998,12,1,11,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,56.1,27.8,49,28.9,7,9,6,1,5,7,6,6,1,9,4,9,1,9,4,2,6,6,10,6,0,4,6,0,5,0,10,0,5,9,2,2,2,1,5,3,2,1,5,5,4,5,2,2,5,5,1,1,2,4,1,1,5,2,2,6.4,5.3,4.2,3.2,2.8,6.7,9.9,5.3,3.7,2.3,3.4,4.3,6.4,2.3,4.6,3.5,2.5,3,5.2,3.3,2.5,2.7,3,7.3,3,106.8
1772,58c6bfb1dbcdbebd1048a6e1,1,2017-03-13,15:50:09,1,0,https://www.facebook.com/,13cf5c0867afcba3b05042a2cc057078,Other 0.0.0,Windows 8.1 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,29.2,66.2,-999,1,20,6,6,4,-996,7,-997,-1,-1,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.3,6.8,50.7,21.7,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,6,5,-999,0,6,-999,5,6,0,0,7,5,0,3,2,2,3,3,2,2,3,4,4,2,3,2,3,2,3,2,2,2,4,2,3,-999,2,2,8.8,4.1,5.6,2.2,4.5,4.4,5.4,6.2,4,6.5,3,4.4,3.1,8,6.8,11,3.3,6,4.7,2.9,4,3.4,7.7,6.5,3.2,129.7
